Project Name,Owner,Developer,TCAD ID,Address,Zip Code,Council District,Kirwan Opportunity Index,Distance to Bus Stop,Total Units,Total Affordable Units,Unit Type,Program,Housing Type,Status,Affordability Start Date,Affordability Period,Affordability Expiration Date,Certification Date,C. of O. Date,Required Amount of Fee in Lieu,Date Fee in Lieu Received,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Units <= 100% MFI,Market Rate Units,City Funded Amount,% of Funds Leveraged,CLT,DDB,RNY,MDA,NBG,PUDDA,SMART,TOD,UNO,VMU,Location
Quarters at Montgomery,"West Campus Partners III, LP",Simmons Vedder & Company,823698,2700 Nueces Street,78705,9,Very High,1/4 Mile,88,9,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,11/07/2008,15,11/07/2023,,11/07/2008,$40925.00,08/01/2006 12:00:00 AM,0,0,0,0,0,9,0,79,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.292070400310202, -97.743206615249406)"
Jefferson West Campus,Greystar Student Living,DMC & Sterling University Mgmnt,208150,2704 Rio Grande Street,78705,9,Very High,1/4 Mile,76,8,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,08/10/2010,15,08/10/2025,,08/10/2006,$57766.00,07/24/2006 12:00:00 AM,0,0,0,0,0,8,0,68,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.2929610272008, -97.744543884834897)"
Quarters at Cameron,"West Campus Partners III, LP",Simmons Vedder & Company,739194,2707 Rio Grande Street,78705,9,Very High,1/4 Mile,64,6,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,07/28/2006,15,07/28/2021,,07/28/2006,$29988.00,08/01/2006 12:00:00 AM,0,0,0,0,0,6,0,58,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.292392736345999, -97.7439141695708)"
Lyons Gardens,"Rosewood I Senior Housing Community, Inc.","DMA Development Company, LLC",195418,2720 Lyons Road,78702,3,Very Low,1/4 Mile,54,53,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,04/29/2003,20,04/29/2023,,,,,0,0,53,0,0,0,0,1,$800000.00,599%,No,No,No,No,No,No,No,No,No,No,"(30.264579341054102, -97.709189342292206)"
East 12th Street Lofts,"San Antonio Dream Homes, LLC","San Antonio Dream Homes, LLC",200508,2724 E 12th Street,78702,1,Very Low,1/4 Mile,30,6,Multifamily,Developer Incentive,Ownership,Project Certified / Loan Executed,,99,,04/21/2016,,$0.00,,0,0,0,0,0,6,0,24,$0.00,,No,No,No,No,No,No,No,Yes,No,No,"(30.275147, -97.711066000000002)"
The Guild,Sunil Lavani,Sunil Lavani,305740,2804 S 1st Street,78704,3,Very Low,1/4 Mile,15,2,Multifamily,Developer Incentive,Ownership,Project Certified / Loan Executed,,99,,10/08/2015,,$0.00,,0,0,0,2,0,0,0,13,$0.00,,No,No,No,No,No,No,No,No,No,Yes,"(30.237157, -97.763105999999993)"
GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,192374,2808 Gonzales Street,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,04/09/2010,,$0.00,,0,0,0,1,0,0,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.260303, -97.708853000000005)"
Block on Rio Grande,Block Rio Grande L.P.,Block Rio Grande L.P.,208218,2819 Rio Grande Street,78705,9,Very High,1/4 Mile,97,20,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/06/2008,15,10/06/2023,02/06/2007,10/06/2008,,,0,0,0,0,10,10,0,67,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.2950720832625, -97.743667174832495)"
The Chicon (aka 'Chicon Corridor'),Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,198700,1301 Chicon Street,78702,1,Very Low,1/4 Mile,13,10,Single Family,A&D,Ownership,Building Permit Issued / Project Underway,,5,,09/26/2011,,$0.00,,0,0,0,0,0,10,0,3,$3962717.00,260.57%,No,No,No,No,No,No,Yes,No,No,Yes,"(30.275031999999999, -97.719823000000005)"
Kasita Homeless Veteran Housing,"Kasita GL, LLC","Kasita GL, LLC",191857,1304 E 4th Street,78702,3,Very Low,1/4 Mile,21,21,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,5,,10/29/2015,,$0.00,,0,0,21,0,0,0,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.262336999999999, -97.729742999999999)"
2008 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202293,2008 Chicon Street,78722,1,Very High,1/4 Mile,2,2,Duplex,RHDA,Rental,Project Complete / Final C.of O. Received,04/11/2006,10,04/11/2006,,,,,0,0,0,2,0,0,0,0,$50726.67,9.36%,No,No,No,No,No,No,No,No,No,No,"(30.281370066872299, -97.721856721313003)"
Anderson Village,Austin Housing Finance Corporation,Austin Housing Finance Corporation,198901,3101 E 12th Street,78702,2,High,1/4 Mile,24,24,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,11/22/2013,99,11/22/2012,,11/22/2013,,,0,0,5,14,0,5,0,0,$2800000.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2764466414759, -97.702209953208794)"
Goodwin Lots,Austin Housing Finance Corporation,Austin Housing Finance Corporation,195444,3305 Goodwin Avenue,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Ownership,Project Complete / Final C.of O. Received,02/17/2015,1,02/17/2016,06/10/2013,02/17/2015,$0.00,,0,0,0,0,0,1,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.268875000000001, -97.699325999999999)"
Goodwin Lots,Austin Housing Finance Corporation,Austin Housing Finance Corporation,195445,3307 Goodwin Avenue,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Ownership,Project Complete / Final C.of O. Received,02/17/2015,1,02/17/2016,06/10/2013,02/17/2015,$0.00,,0,0,0,0,0,1,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.268823999999999, -97.699100999999999)"
Lamar Flats,"SL South Lamar, LP","SL South Lamar, LP",306056,3607 S Lamar Boulevard,78704,5,Moderate,1/4 Mile,308,31,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,12/31/1999,06/17/2015,,$0.00,,0,0,0,0,0,31,0,277,$0.00,,No,No,No,No,No,No,No,No,No,Yes,"(30.238968, -97.787767000000002)"
Clawson Multifamily,Clawson Partners Mgmt,Clawson Partners Mgmt,305824,3608 Clawson Road,78704,5,Very Low,1/2 Mile,39,2,Multifamily,Developer Incentive,Ownership,Project Cancelled,,1,,09/05/2012,,$0.00,,0,0,0,0,0,2,0,37,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.233736, -97.780676999999997)"
The Tree,Greystar Development,Greystar Development,871067,3715 S 1st Street,78704,3,Very Low,1/4 Mile,336,34,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/23/2014,40,10/23/1954,07/29/2011,10/23/2014,,,0,0,0,0,0,34,0,302,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.228984138954299, -97.767314651983995)"
Mosaic at Mueller,"Catellus Austin, LLC",Catellus Austin LLC,713933,4600 Mueller Boulevard,78723,9,,Neither,441,110,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/21/2009,50,12/21/1959,06/13/2007,12/21/2009,$0.00,,0,0,0,0,0,110,0,331,$0.00,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.298876, -97.707921999999996)"
48 East Ave,"48 East Ave, LLC","48 East Ave, LLC",190879,48 East Avenue,78701,9,Low,Neither,240,7,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,,,$518790.00,,0,0,0,0,0,7,0,233,$0.00,,No,Yes,Yes,No,No,No,No,No,No,No,"(30.256482999999999, -97.738823999999994)"
70 Rainey Street,"Fremont Holdings, LLC","Fremont Holdings, LLC",190785,70 Rainey Street,78721,9,Very High,1/4 Mile,167,8,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,1,,09/05/2013,,,,0,0,0,0,0,8,0,159,$0.00,0%,No,No,Yes,No,No,No,No,No,No,No,"(30.258393429391901, -97.739040841415004)"
Amli Eastside,"Riata Partners, LLC","Robertson Hill Land, Ltd.",806165,1000 San Marcos Street,78702,1,Low,1/4 Mile,290,29,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,03/11/2008,20,03/11/2028,06/07/2001,03/11/2008,,,0,0,0,0,0,29,0,261,$0.00,,No,No,No,Yes,No,No,No,No,No,No,"(30.268964, -97.731273000000002)"
Villages at Fiskville,"LDG Multifamily, LLC",LDG Multifamily LLC,730503,10017 Middle Fiskville Road,78753,4,Low,Neither,172,172,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,11/16/2015,,$0.00,,0,0,0,172,0,0,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.364435, -97.681343999999996)"
Garden Terrace Phase III,"Foundation Communities, Inc.","Foundation Communities, Inc.",330133,1015 W William Cannon Drive,78745,5,Low,Neither,20,20,Multifamily,RHDA,Rental,Building Permit Issued / Project Underway,,5,,06/13/2013,,$0.00,,4,0,16,0,0,0,0,0,$1376070.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.198405999999999, -97.792918999999998)"
Linden Lots,Austin Housing Finance Corporation,Austin Housing Finance Corporation,882687,1016 Linden Street,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Ownership,Project Complete / Final C.of O. Received,06/28/2016,1,06/28/2017,02/25/2008,06/28/2016,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.264876999999998, -97.705201000000002)"
HPI-Domain Office,HPI Real Estate Services & Investments,Big Red Dog,873898,10721 Domain Drive,78758,7,Moderate,Neither,0,0,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,0,,12/17/2015,,$514785.84,,0,0,0,0,0,0,0,0,$0.00,,No,No,No,No,Yes,No,No,No,No,No,"(30.395430000000001, -97.726733999999993)"
GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,191735,1100 E Cesar Chavez Street,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,04/09/2010,,$0.00,,0,0,0,1,0,0,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.260421999999998, -97.733340999999996)"
GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,188235,1103 Clermont Avenue,78702,3,Very Low,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,04/09/2010,,$0.00,,0,0,0,1,0,0,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.254405999999999, -97.735982000000007)"
Guadalupe-Saldana Subdivision,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,835266,1126 Tillery Street,78702,3,Low,Neither,35,35,Single Family,A&D,Ownership,Project Certified / Loan Executed,01/30/2009,101,01/30/2010,05/29/2008,,,,0,0,35,0,0,0,0,0,$1000000.00,423.5%,No,No,No,No,No,No,Yes,No,No,No,"(30.268311419762199, -97.7013801637829)"
Austin Affordable Corporation - ThinkEast PUD,ThinkEast Austin MGT,ThinkEast Austin MGT,192592,1141 Shady Lane,78721,3,Very Low,1/2 Mile,182,182,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,10,,02/17/2016,,$0.00,,0,0,0,182,0,0,0,0,$0.00,,No,No,No,No,No,Yes,Yes,No,No,No,"(30.262599999999999, -97.690776)"
Gibson Flats,Ardent Residential,Ardent Residential,100012,1219 S Lamar Boulevard,78704,5,Very High,1/4 Mile,95,10,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,08/13/2014,40,08/13/1954,09/14/2011,08/13/2014,,,0,0,0,10,0,0,0,85,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2540894703905, -97.762266788544594)"
Legacy Apartments,Mary Lee Community,Mary Lee Foundation,102147,1340 Lamar Square Drive,78704,5,Very High,1/4 Mile,40,40,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,08/19/2013,99,08/19/2012,09/24/2010,08/16/2013,,,0,0,36,0,0,4,0,0,$2001710.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2547309646977, -97.7642027614895)"
Post South Lamar 2,"Post S Lamar II, LLC","Post S Lamar II, LLC",514853,1414 S Lamar Boulevard,78704,5,High,1/4 Mile,350,35,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,08/16/2013,,,,0,0,0,35,0,0,0,315,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2529251388769, -97.763841527482896)"
Benjamin Todd Apartments,NMF VII,Austin Travis County Integral Care,217507,1507 W 39th 1/2 Street,78756,10,Low,1/4 Mile,21,21,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,07/26/2006,10,07/26/2016,,,,,0,0,21,0,0,0,0,0,$250000.00,660.06%,No,No,No,No,No,No,No,No,No,No,"(30.309299430208501, -97.7470630801851)"
Arnold 2,Transwestern,Transwestern,191974,1614 E 6th Street,78702,3,,1/4 Mile,115,20,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,,,$0.00,,0,0,0,20,0,0,0,95,$0.00,,No,No,No,No,No,No,No,Yes,No,No,"(30.262979999999999, -97.725487000000001)"
Waters at Ft. Dessau,Atlantic Housing Foundation,Atlantic Housing Foundation,503617,1621 Fish Lane,78754,7,,Neither,240,192,Multifamily,Developer Incentive,Rental,Application Received / Under Review,,0,,,,$0.00,,0,0,0,0,0,0,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.40531, -97.639050999999995)"
1703 E 22nd St,Blackland Community Development Corporation,Blackland Community Development Corporation,202237,1703 E 22nd Street,78722,1,Moderate,1/4 Mile,1,1,Single Family,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,08/09/2016,,$0.00,,0,0,1,0,0,0,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.282274999999998, -97.723380000000006)"
1705 Rosewood Avenue,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,194917,1705 Rosewood Avenue,78702,1,Very High,1/4 Mile,1,1,Duplex,RHDA,Rental,Project Complete / Final C.of O. Received,09/15/2009,99,09/15/2008,,,,,0,0,1,0,0,0,0,0,$114500.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.269211785503501, -97.726139935999996)"
1803 E 20th Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202341,1803 E 20th Street,78722,1,Very High,1/4 Mile,8,8,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,04/29/2011,15,04/29/2026,,,,,0,0,8,0,0,0,0,0,$491919.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.2805006367646, -97.7219761033775)"
Carol's House,Accessible Housing Austin!,Accessible Housing Austin!,260300,1805 Heatherglen Lane,78758,7,Very Low,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,06/26/2009,99,06/26/2008,,,,,0,0,1,0,0,0,0,0,$140000.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.395171409567499, -97.701642388811393)"
Amli at Mueller,"Catellus Austin, LLC",Catellus Austin LLC,820882,1900 Simond Avenue,78723,9,High,1/4 Mile,279,42,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/01/2015,50,10/01/1965,11/20/2012,10/01/2015,$0.00,,0,0,0,42,0,0,0,237,$0.00,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.297170000000001, -97.703698000000003)"
Pointe on Rio,19 Rio Partners LP,19 Rio Partners LP,889961,1901 Rio Grande Street,78705,9,Very High,1/4 Mile,122,12,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,07/15/2015,15,07/15/2030,02/12/2013,07/15/2015,$66388.50,07/15/2015 12:00:00 AM,0,0,0,0,0,12,0,110,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.282853041470698, -97.744929057700602)"
Sunfield PUD,,"A&M Option 541, LP",839821,1901 Turnersville Road,78610,,Very Low,Neither,1165,117,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,40,,,,$0.00,,0,0,0,0,0,117,0,1048,$0.00,,No,No,No,No,No,Yes,No,No,No,No,"(30.088729000000001, -97.773354999999995)"
1905 E 9th Street,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,193197,1905 E 9th Street,78702,1,Very High,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,09/15/2009,99,09/15/2008,,,,,0,0,1,0,0,0,0,0,$114500.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.263918130832899, -97.721001292834202)"
City View at the Park,"Parker Lane Senior Apartments, L.P.","Parker Lane Senior Apartments, L.P.",532089,2000 Woodward Street,78741,3,Very Low,Neither,70,68,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,12/20/2011,20,12/20/2031,,,,,7,0,0,61,0,0,0,0,$299000.00,2185.63%,No,No,No,No,No,No,No,No,No,No,"(30.2184855516517, -97.743421327255405)"
2009 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202290,2009 Salina Street,78722,1,Very High,1/4 Mile,6,6,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,09/01/2009,10,09/01/2019,,,,,0,0,0,6,0,0,0,0,$115000.00,42.56%,No,No,No,No,No,No,No,No,No,No,"(30.281395329700199, -97.722283452049396)"
2100 Nueces,"ParallelCO, L.L.C. w LSD-Austin, L.L.C","ParallelCO, L.L.C. w LSD-Austin, L.L.C",203694,2100 Nueces,78723,9,,1/4 Mile,502,50,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,12/21/2016,,,,0,0,0,50,0,0,0,452,$0.00,,No,No,No,No,No,No,Yes,No,Yes,No,"(30.284158999999999, -97.744347000000005)"
2012 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202292,2012 Chicon Street,78722,1,Very High,1/4 Mile,2,2,Duplex,RHDA,Rental,Project Complete / Final C.of O. Received,04/11/2006,10,04/11/2016,,,,,0,0,0,2,0,0,0,0,$50726.67,0%,No,No,No,No,No,No,No,No,No,No,"(30.2815716842494, -97.721898009297902)"
7EAST,"SL Chicon, LP","SL Chicon, LP",771908,2025 E 7th Street,78702,3,Very Low,1/4 Mile,177,18,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/17/2015,40,12/17/1955,10/06/2013,12/17/2015,,,0,0,0,0,0,18,0,159,$0.00,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.261567018030401, -97.719472017552206)"
2102 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202250,2102 Chicon Street,78722,1,Very High,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,01/01/2003,20,01/01/2023,,,,,0,0,0,1,0,0,0,0,$47142.86,837.88%,No,No,No,No,No,No,No,No,No,No,"(30.282139300831499, -97.721949202244403)"
2106 Chestnut Avenue,Blackland Community Development Corporation,Blackland Community Development Corporation,202248,2106 Chestnut Avenue,78722,1,Very Low,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,12/15/2013,15,12/15/2028,,,,,0,0,1,0,0,0,0,0,$201535.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.283011504042101, -97.718054630580895)"
2110 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202239,2110 Salina Street,78722,1,Very High,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,09/01/2009,10,09/01/2019,,,,,0,0,0,1,0,0,0,0,$115000.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.282364944770599, -97.723034822313807)"
Rebekah Baines Johnson Center,"Southwest Strategies Group, Momark Development and Austin Geriatric Center","DMA Development Company, LLC",490558,21 Waller Street,78723,3,Very Low,1/4 Mile,1051,491,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,09/22/2016,,$0.00,,40,0,141,310,0,0,0,560,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.253439, -97.733152000000004)"
2201 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202212,2201 Salina Street,78722,1,Very High,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,04/11/2006,10,04/11/2016,,,,,0,0,0,1,0,0,0,0,$50726.67,0%,No,No,No,No,No,No,No,No,No,No,"(30.282819330499301, -97.722658096735202)"
Woolridge Hall,"Alan & O'Hara Development Company, LLC","Alan & O'Hara Development Company, LLC",206676,2400 Nueces Street,78705,9,Very High,1/4 Mile,304,31,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,11/20/2013,15,11/20/2028,07/06/2010,11/20/2013,$127525.00,06/03/2013 12:00:00 AM,0,0,0,0,0,31,0,273,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.288215799357602, -97.743438372328498)"
2111 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,202291,2111 Salina Street,78722,1,Very High,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,01/01/2003,20,01/01/2023,,,,,0,0,0,0,0,1,0,0,$47142.86,0%,No,No,No,No,No,No,No,No,No,No,"(30.282395441286699, -97.722591730266601)"
2113 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,567163,2113 Salina Street,78722,1,Very High,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,01/01/2003,20,01/01/2023,,,,,0,0,1,0,0,0,0,0,$47142.86,0%,No,No,No,No,No,No,No,No,No,No,"(30.282535186418201, -97.722624109112701)"
Blackland CDC - AlleyFlats,Blackland Community Development Corporation,Blackland Community Development Corporation,202213,2203 Salina Street,78722,1,Moderate,1/4 Mile,1,1,ADU,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,06/29/2016,,$0.00,,0,0,1,0,0,0,0,0,$0.00,,No,No,No,No,No,No,No,No,No,No,"(30.283010000000001, -97.722696999999997)"
2203 Salina Street Rehab,Blackland Community Development Corporation,Blackland Community Development Corporation,202213,2203 Salina Street,78722,1,Moderate,1/4 Mile,1,1,Single Family,RHDA,Rental,Building Permit Issued / Project Underway,,,,11/02/2015,,$0.00,,0,0,1,0,0,0,0,0,$150095.00,297.26%,No,No,No,No,No,No,Yes,No,No,No,"(30.282993000000001, -97.722755000000006)"
2203 Salina Street Secondary Apartment,Blackland Community Development Corporation,Blackland Community Development Corporation,202213,2203 Salina Street,78702,1,Moderate,1/4 Mile,1,1,ADU,Developer Incentive,Rental,Project Certified / Loan Executed,,5,,07/20/2015,,$0.00,,0,0,0,1,0,0,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.282975, -97.722734000000003)"
2407 S 4th Street,Green Doors,Community Partnerships for the Homeless,303646,2407 S 4th Street,78704,2,Moderate,Neither,3,3,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,08/31/2006,20,08/31/2026,,,,,3,0,0,0,0,0,0,0,$0.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.242615747990001, -97.763241378266898)"
Block on 23rd,CWS Apartment Homes LLC,CWS Apartment Homes,203398,2222 Pearl Street,78705,9,Moderate,1/4 Mile,99,10,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/10/2008,15,10/10/2023,02/09/2007,10/10/2008,$45940.00,08/20/2008 12:00:00 AM,0,0,0,0,0,10,0,89,$0.00,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.287061345394299, -97.746713734761897)"
